Encuesta,Ficha,Homoclave,1.1 ¿Te parece útil esta información?,1.2 ¿Consideras que falta información?,1.3 ¿Qué información crees que falta?,1.4 ¿Qué podemos mejorar?,Fecha,Sentimiento 1,Sentimiento 2,1.3 Inglés,1.4 Inglés
234,INM616,INM-03-003-C,No,Sí,"ESTA PESIMA ESTA PÁGINA! NO SE ENCUENTRA FÁCILMENTE LA INFORMACIÓN Y NO SE ENCUENTRA EL VÍNCULO PARA HACER LAS PRE-SOLICITUDES! ESTABA MEJOR LA ANTERIOR, ESTA PARECE MÁS PROPAGANDA QUE OTRA COSA!..MEGAFAIL!",AMMMM...TODOOOO!,2016-01-13,0,0,"THIS PESIMA THIS PAGE! NOT EASILY FIND THE INFORMATION AND ARE MAKING THE LINK TO PRE-APPLICATION! Maybe I was before, this seems OTHERWISE PROPAGANDA! .. MEGAFAIL!",Ammmm ... todoooo!
236,SRE112,SRE-03-002,Sí,Sí,"reimprimir citas de pasaporte, asimismo realizar citas vía internet, así cómo cancelar citas y reprogramarlas en otra delegación u oficina de enlace","liberar formatos de OP-5, OP-7, Y TODOS LOS DEMÁS FORMATOS PARA EFICIENTAR Y DARLE RAPIDEZ A LOS TRÁMITES",2016-01-13,0,1,reprinting passport appointments also make appointments via internet and cancel appointments and reschedule another delegation or liaison office,"release formats OP-5, OP-7, AND ALL OTHER FORMATS FOR EFFICIENT AND QUICKLY TO GIVING PAPERWORK"
239,SRE113,SRE-03-003,Sí,Sí,"Los requisitos específicos en forma de lista, así cómo saber si necesitan copias de los documentos que hay que llevar.",Es necesario que especifiquen requisitos ya que por teléfono dan información diferente.,2016-01-14,1,1,"Specific requirements as a list, and see if they need copies of documents to be carried.",It is necessary to specify requirements by phone and give different information.
243,SRE577,SRE-01-020-G,No,Sí,"Antes todo era super Fácil , ahora parece que te hacen un favor en tramitar el pasaporte . Antes podías sacar citas por internet ahora solo llamando y nunca contestan",Facilitar el trámite simplemente es imposible sacar una cita,2016-01-14,0,0,"Before everything was super easy, now it seems to do you a favor to process the passport. Before you could make Internet dating now just calling and never answer",Facilitate processing is simply impossible to make an appointment
244,SFP54,SFP-04-001,No,Sí,"la hoja de ayuda para pagos por la supervisión de importación de mercancías para pirotecnia y químicos, antes era muy sencillo, ahora no la encuentro son 295 pesos",la obtención de la hoja de ayuda mencionada,2016-01-14,1,1,"sheet support for monitoring payments for import of goods for pyrotechnics and chemicals before was very simple, now I can not find are 295 pesos",obtaining the aid referred sheet
247,INM797,INM-03-005-B,Sí,No,,"Buenas tardes, creo que en la sección de requisitos punto 2 (En caso de cambio de domicilio, comprobante de domicilio cuya fecha de expedición no exceda de treinta días naturales) se debería especificar ""comprobante de domicilio a nombre del empleador"". Saludos",2016-01-15,1,2,,"Good afternoon, I think in the requirements section section 2 (In case of change of address, proof of address whose date of issuance does not exceed thirty calendar days) should specify ""proof of address on behalf of the employer"". Cheers"
252,SRE112,SRE-03-002,No,Sí,"Ustedes ponen en la sección de PAGO:
""Comprobante de pago de derechos productos o aprovechamientos"" - ORIGINAL

Y qué onda? Se lo pido a mi vecina? o voy y le pagó a ella o qué?","POR FAVOR!

Pongan en un lugar visible y fácil de encontrar una Ficha de Pago a algún documento para descargar y pagar o aclaren cómo y dónde se realiza el pago. Nos ahorrarían mucho tiempo.

GRACIAS!",2016-01-15,0,0,"You put in the payment section:
""Proof of payment of products or exploitation rights"" - ORIGINAL

And what's up? I ask him my neighbor? or I go and paid her or what?","PLEASE!

Put in a visible place and easy to find a card payment a document to download and pay or clarify how and where payment is made. We would save a lot of time.

THANK YOU!"
253,SE66,SE-09-041,No,Sí,"cómo se ve status del trámite?.
realice el trámite el 10 de enero y no sé cómo va,
luis armando carranza camarena
5546387814",colocando un módulo de consulta de trámite,2016-01-15,0,1,"how status is in the process ?.
perform the procedure on 10 January and do not know how it goes,
Luis Armando Carranza Camarena
5546387814",placing a process module query
254,SFP54,SFP-04-001,Sí,No,,"Es un cuello de botella la captura de datos. Es hasta ilógico. 
Se recibe información o documentos en 4 ventanillas y en sólo 3 se toma foto, huellas, captura de iris y firma. Es más tardado.
La gente parada sin un orden.
Las personas que están en ventanilla hablan bajo. Por lo que no se escucha cuando llaman. A parte de la gente hablando.
No creo que esto de las citas sirva de mucho. No creo haber recibido un trato más rápido.",2016-01-15,0,0,,"It is a bottleneck data capture. It is even illogical.
information or documents on 4 wickets is received and in just 3 photo, fingerprints, iris and signature capture is taken. It is more time consuming.
People without a stop order.
People who are at the counter speak low. So do not listen when they call. A part of people talking.
I do not think this of appointments serve a lot. I think not receiving treatment faster."
255,SFP54,SFP-04-001,Sí,No,,Buenas tardes solicite la beca issfam primaria me la otorgaron me dicen que la transferencia ya se hizo pero a mi cuenta no a llegado el pago que debo hacer,2016-01-16,1,0,,Good afternoon requesting primary ISSFAM scholarship granted me tell me that the transfer has already been done but has not reached my payment I should do
257,SRE112,SRE-03-002,Sí,Sí,Formato a llenar,Las citas que se hagan por internet nuevamente,2016-01-16,1,1,Format filling,Appointments to be made online again
258,SRE112,SRE-03-002,Sí,Sí,Dónde diablos hago la maldita cita?,Poner en el punto 1 donde dice que con previa cita el enlace a donde tiene que ir uno a sacar la cita por internet!!!,2016-01-17,0,0,Where the hell do the damn date?,Put in 1 where it says that appointment the link to where you need to go one to make the appointment online !!!
262,SEDENA38,SEDENA-01-009,No,Sí,"para hacer la reposición de la cartilla del servicio militar, piden la formato e5 y en la página no esta formato o al menos no es clara la página con este requisito...",Aclarando esta situación de los formatos...,2016-01-18,0,1,"for replacement primer military service, they ask the e5 format and page format or is not the least is unclear page with this requirement ...",Clarifying the situation of the formats ...
265,SRE96,SRE-01-011-B,Sí,No,,Atención por vía telefónica.,2016-01-18,1,1,,Attention by telephone.
267,SRE99,SRE-01-019-B,No,Sí,el pago en moneda mexicana y el poder llenar el formato e5cinco de hoja de ayuda para pago en ventanilla,regresar a la antigua página de gob.mx,2016-01-18,1,1,payment in Mexican currency and to fill the e5cinco sheet format support for Cash Pickup,return to the old page gob.mx
268,SRE113,SRE-03-003,Sí,Sí,cómo agendar y cancelar citas,poner cómo agendar y cancelar citas,2016-01-18,1,1,how to schedule and cancel appointments,Set as schedule and cancel appointments
270,ISSSTE848,ISSSTE-06-001-A,Sí,Sí,"Estado de cuenta de cheques reciente de los últimos 3 meses que contenga el número de cuenta y la clabe Interbancaria, a nombre del ex-trabajador, en lugar del contrato de bancario, ya que en mi caso cómo el de muchos, la celebración del contrato fue hace años y por alguna razón no lo tenemos disponible.","Sustituir el Estado de cuenta de cheques reciente de los últimos 3 meses que contenga el número de cuenta y la clabe Interbancaria, a nombre del ex-trabajador, en lugar del contrato de bancario, ya que en mi caso cómo el de muchos, la celebración del contrato fue hace años y por alguna razón no lo tenemos disponible.",2016-01-18,1,1,"State checking account recent last 3 months contains the account number and Interbancaria CLABE, on behalf of the ex-worker, rather than the contract of bank, because in my case how many, holding the contract it was years ago and for some reason we have not available.","Replace the state checking account recent last 3 months contains the account number and Interbancaria CLABE, on behalf of the ex-worker, rather than the contract of bank, because in my case how many, the celebration of the contract it was years ago and for some reason we have not available."
271,SRE112,SRE-03-002,Sí,Sí,no encuentro el apartado para hacer la cita por internet!!,arreglen la página!!,2016-01-18,0,0,no meeting point for an appointment online !!,fix page !!
272,SRE572,SRE-01-020-A,No,Sí,en donde se debe de pagar el costo del pasaporte?!?!,"agregar más información, relacionada a los costos.",2016-01-18,0,1,where you must pay the cost of the passport?!?!,add more information related to costs.
274,ISSSTE568,ISSSTE-05-006-B,Sí,Sí,que el trámite se haga vía Internet enviando los documentos escaneados para poder hacer la inscripción de cónyuge y/o hijos.,que el trámite se haga vía Internet enviando los documentos escaneados para poder hacer la inscripción de cónyuge y/o hijos.,2016-01-18,1,1,that the process is done via the Internet by sending scanned documents to complete the registration of spouse and / or children.,that the process is done via the Internet by sending scanned documents to complete the registration of spouse and / or children.
275,AFSEDF842,AFSEDF-01-014,No,Sí,"NO ENCUENTRO EN NINGUN LADO DE SU PÁGINA LA FORMA PARA PREINSCRIBIR A PRIMARIA, EN AÑOS ANTERIORES HE HECHO EL REGISTRO PARA MIS OTROS HIJOS PERO EN ESTA OCASIÓN YA LLEVO BUSCANDO TODO EL DÍA SIN ÉXITO ALGUNO",VIGILAR QUE LAS ACTUALIZACIONES A LA PÁGINA FUNCIONEN CORRECTAMENTE,2016-01-19,0,0,CAN NOT FIND YOUR ANYWHERE IN THE FORM PAGE preregister A PRIMARY IN PREVIOUS YEARS HE MADE THE REGISTRATION my other children but this time I have spent all day LOOKING FOR SOME SUCCESS,WATCH THAT PAGE UPDATES TO OPERATE PROPERLY
277,SEDENA38,SEDENA-01-009,No,Sí,La liga para generar la línea de captura te redirecciona a la página y jamás aparece.,Poner link de línea de captura,2016-01-19,0,1,League to generate the capture line redirects you to the page and never appears.,Put link to online capture
