is_info_useful,missing_info,improvements,date,missing_info_es,improvements_es,missing_info_en,improvements_en,institution_name,institution_branch,institution_window
0,ustedes ponen seccion pago comprobante pago derechos productos aprovechamientos original onda pido vecina voy pago,favor pongan lugar visible facil encontrar ficha pago algun documento descargar pagar aclaren realiza pago ahorrarian tiempo gracias,2016-01-15,ustedes ponen seccion pago comprobante pago derechos productos aprovechamientos original onda pido vecina voy pago,favor pongan lugar visible facil encontrar ficha pago algun documento descargar pagar aclaren realiza pago ahorrarian tiempo gracias,put payment section proof payment products exploitation rights original whats ask neighbor go pay,please put visible place easy find card payment document download pay clarify payment made would save lot time thank,SRE,03,002
1,,buenas tardes solicite beca issfam primaria ortogaron dicen transferencia hizo ami cuenta llegado pago debo hacer,2016-01-16,,buenas tardes solicite beca issfam primaria ortogaron dicen transferencia hizo ami cuenta llegado pago debo hacer,,good afternoon requesting ortogaron primary issfam grant tell transfer already done ami reached payment,SFP,04,001
1,formato llenar,citas hagan internet nuevamente,2016-01-16,formato llenar,citas hagan internet nuevamente,format filling,appointments made online,SRE,03,002
1,diablos hago maldita cita,poner punto dice previa cita enlace ir sacar cita internet,2016-01-17,diablos hago maldita cita,poner punto dice previa cita enlace ir sacar cita internet,hell damn date,put says appointment link need go one make appointment online,SRE,03,002
1,encuentro apartado hacer cita internet,arreglen pagina,2016-01-18,encuentro apartado hacer cita internet,arreglen pagina,meeting point appointment online,fix page,SRE,03,002
1,tramite haga via internet enviando documentos escaneados poder hacer inscripcion conyuge hijos,tramite haga via internet enviando documentos escaneados poder hacer inscripcion conyuge hijos,2016-01-18,tramite haga via internet enviando documentos escaneados poder hacer inscripcion conyuge hijos,tramite haga via internet enviando documentos escaneados poder hacer inscripcion conyuge hijos,process done via internet sending scanned documents complete registration spouse children,process done via internet sending scanned documents complete registration spouse children,ISSSTE,05,006
0,debe pagar costo pasaporte,agregar mas informacion relacionada costos,2016-01-18,debe pagar costo pasaporte,agregar mas informacion relacionada costos,must pay cost passport,add information related costs,SRE,01,020
1,cuenta cheques reciente ultimos meses contenga numero cuenta clabe interbancaria nombre extrabajador lugar contrato bancario caso celebracion contrato hace aos alguna razon disponible,sustituir cuenta cheques reciente ultimos meses contenga numero cuenta clabe interbancaria nombre extrabajador lugar contrato bancario caso celebracion contrato hace aos alguna razon disponible,2016-01-18,cuenta cheques reciente ultimos meses contenga numero cuenta clabe interbancaria nombre extrabajador lugar contrato bancario caso celebracion contrato hace aos alguna razon disponible,sustituir cuenta cheques reciente ultimos meses contenga numero cuenta clabe interbancaria nombre extrabajador lugar contrato bancario caso celebracion contrato hace aos alguna razon disponible,state checking account recent last months contains account number interbancaria clabe behalf exworker rather contract bank case like many celebration contract years ago reason available,replace state checking account recent last months contains account number interbancaria clabe behalf exworker rather contract bank case like many celebration contract years ago reason available,ISSSTE,06,001
0,hacer reposicion cartilla servicio militar piden formato pagina formato menos clara pagina requisito,aclarando situacion formatos,2016-01-18,hacer reposicion cartilla servicio militar piden formato pagina formato menos clara pagina requisito,aclarando situacion formatos,replacement primer military service ask e format page format least unclear page requirement,clarifying situation formats,SEDENA,01,009
0,pago moneda mexicana poder llenar formato ecinco hoja ayuda pago ventanilla,regresar antigua pagina gobmx,2016-01-18,pago moneda mexicana poder llenar formato ecinco hoja ayuda pago ventanilla,regresar antigua pagina gobmx,payment mexican currency fill ecinco sheet format support cash pickup,return old page gobmx,SRE,01,019
1,,atencion via telefonica,2016-01-18,,atencion via telefonica,,attention telephone,SRE,01,011
1,agendar cancelar citas,poner agendar cancelar citas,2016-01-18,agendar cancelar citas,poner agendar cancelar citas,schedule cancel appointments,put schedule cancel appointments,SRE,03,003
1,nuevo leon solamente viene municipio monterrey da alternativa oficinas municipios,mas claridad,2016-01-19,nuevo leon solamente viene municipio monterrey da alternativa oficinas municipios,mas claridad,state nuevo leon comes municipality monterrey gives alternative offices municipalities,clarity,SRE,03,003
0,aparece requisitos necesito renovar pasaporte viene fotos tampoco si necesito copias algun documento,colocando mayor informacion pagina dice sirve,2016-01-19,aparece requisitos necesito renovar pasaporte viene fotos tampoco si necesito copias algun documento,colocando mayor informacion pagina dice sirve,need appears requirements renew passport nothing comes photos also need copies document,placing information page says nothing work,SRE,03,003
0,deberian poner listado requerimientos completos formatos pago ( hacerlos formato llenar etc indicaciones paso paso sola pagina tener toda informacion mismo sitio digan cosa telefono gobmx pagina sre,quiero renovar pasaporte puedo encontrar requisitos deberian poner listado requerimientos sola pagina junto primero busque google encuentro renovacion pasaportes sale lista dice copias documentacion dos fotos nunca especificando documentacion algun documento aparece telefono delegacion hacer citas telefono opcion requerimientos pasaporte vuelve mandar misma pagina sre ( siquiera enlace directo sino pagina principal encontre mandan numero general numero hacer citas ironicamente pueden hacer citas marcar numero general preguntan deseo llamo primero hacen pedir correo curp ( hecho contestan diciendo gracias llamar cita confirmada tal seria gracias llamar sistema citas pasaportes desea hacer cita reagendar cita hablan numero agendar cero dos veces intentan terminar llamada pedirle informes operadr vuelve mandar pagina sre encontre pagina decia necesito curp hacer cita colgar marcar nuevo numero ahora curp ninguna dos veces marco nadie da informacion requerimientos servicio pesimo operadores urge colgar encuentro requerimientos responden ahi pagina pagina ahi mandan segunda pagina gobmx gobmx sale lista requerimientos diferente sre segun operador aparece formato pago ahora sigo encontrar formato pagina sre pide fotos unas copias gobmx pide pasaporte original pago operador cita pide dos fotos pago tres sistemas diferentes pregunte operador si confirmacion correo mandan requisitos formatos dice intenta terminar llamada nuevo ambos casos operadores quisieron ayudar dar informacion dieron cita quisieron quisieron nunca pregunto opinion dio intento ayudar ser utiles dar informacion pesimo servicio siempre puede esperar gobierno parece esmeran ver hacer mas dificil vida gente dias espero consideren sugerencia menos pongan toda informacion tramites completa solo sitio cosa cuesta absolutamente seguro ahorraria quejas personas preguntando sigue,2016-01-19,deberian poner listado requerimientos completos formatos pago ( hacerlos formato llenar etc indicaciones paso paso sola pagina tener toda informacion mismo sitio digan cosa telefono gobmx pagina sre,quiero renovar pasaporte puedo encontrar requisitos deberian poner listado requerimientos sola pagina junto primero busque google encuentro renovacion pasaportes sale lista dice copias documentacion dos fotos nunca especificando documentacion algun documento aparece telefono delegacion hacer citas telefono opcion requerimientos pasaporte vuelve mandar misma pagina sre ( siquiera enlace directo sino pagina principal encontre mandan numero general numero hacer citas ironicamente pueden hacer citas marcar numero general preguntan deseo llamo primero hacen pedir correo curp ( hecho contestan diciendo gracias llamar cita confirmada tal seria gracias llamar sistema citas pasaportes desea hacer cita reagendar cita hablan numero agendar cero dos veces intentan terminar llamada pedirle informes operadr vuelve mandar pagina sre encontre pagina decia necesito curp hacer cita colgar marcar nuevo numero ahora curp ninguna dos veces marco nadie da informacion requerimientos servicio pesimo operadores urge colgar encuentro requerimientos responden ahi pagina pagina ahi mandan segunda pagina gobmx gobmx sale lista requerimientos diferente sre segun operador aparece formato pago ahora sigo encontrar formato pagina sre pide fotos unas copias gobmx pide pasaporte original pago operador cita pide dos fotos pago tres sistemas diferentes pregunte operador si confirmacion correo mandan requisitos formatos dice intenta terminar llamada nuevo ambos casos operadores quisieron ayudar dar informacion dieron cita quisieron quisieron nunca pregunto opinion dio intento ayudar ser utiles dar informacion pesimo servicio siempre puede esperar gobierno parece esmeran ver hacer mas dificil vida gente dias espero consideren sugerencia menos pongan toda informacion tramites completa solo sitio cosa cuesta absolutamente seguro ahorraria quejas personas preguntando sigue,put list full requirements payment formats ( format fill etc stepbystep one page information one place say one thing phone another gobmx page sre,want renew passport meet requirements put list requirements one page together first look google find renewal passports get list says copies documentation two photographs never specifying documents document telephone option appears delegation make appointments phone passport requirements drives send page sre ( even direct link home page found nothing send another general number number make appointments ironically made dating mark overall numbers ask want call first thing ask email curp ( actually answer saying thank calling confirmed appointment would thank calling appointment system want passports make appointment reschedule quote talking number schedule one scratch twice trying end call reports ask operat r sends website sre found nothing like say page need curp appointment hang dial number curp neither times frame nobody gives information requirements service lousy urges hang operators meet requirements answer page page hence send second page gobmx gobmx another list different requirements sre according operator format appears payment far still find format sre page asks photos copies gobmx asks original passport payment operator appointment ask two photos payment three different systems asked operator send email confirmation requirements formats tells end call try cases operators refused help give information give quote wanted wanted never asked opinion gave attempt help useful give information terrible service always expect much government seems strive see difficult make lives people every day hope consider suggestion least put information complete paperwork one place costs absolutely nothing insurance complaints would save people asking follows,SRE,03,003
