Ficha,Homoclave
CNBV4613,CNBV-02-001-A
Entidades5330,VER-SEFIPLAN-001
SAT766,SAT-01-035
ASEA4496,ASEA-00-016
Agroasemex4915,AGROASEMEX-00-011
SEMAR4435,SEMAR-05-030
Agroasemex4917,AGROASEMEX-00-010
SEDESOL60,SEDESOL-21-001
CNBV4287,CNBV-01-004
CNBV4314,CNBV-02-039
IMSS164,IMSS-02-008
Entidades5332,VER-SEFIPLAN-003
Entidades5331,VER-SEFIPLAN-002
CNBV4317,CNBV-02-047-C
CNBV4340,CNBV-02-049-I
BANSEFI4909,BANSEFI-00-005
SENASICA4998,SENASICA-04-004
SENASICA5002,SENASICA-04-006-A
SEDENA35,SEDENA-01-002
SEMAR4467,SEMAR-05-026-C
SEMAR4456,SEMAR-05-037
CNBV4869,CNBV-07-011-B
CNBV4874,CNBV-07-011-G
ASEA4498,ASEA-00-020
SAT4396,SAT-04-013
CNBV4487,CNBV-01-036
CNSF4246,CNSF-13-034-C
SEP985,SEP-01-011
FONHAPO3093,FONHAPO-02-001
CNBV4297,CNBV-01-028
CNBV4316,CNBV-02-047-B
25447,SEP-01-030-A
CNBV4346,CNBV-02-049-L
SEDESOL317,SEDESOL-17-001
CNBV4288,CNBV-01-005
CNBV4292,CNBV-01-016
CNBV4318,CNBV-02-048
CNBV4322,CNBV-02-049-D
CNSF4236,CNSF-13-031
CNSF4253,CNSF-13-038-C
CNBV4304,CNBV-02-001-B
SEDESOL318,SEDESOL-21-002
CNBV4300,CNBV-01-032
CNBV4306,CNBV-02-012-A
CNBV4350,CNBV-02-049-N
CNBV4298,CNBV-01-029
CNBV4337,CNBV-29-001-A
CONAFE4485,CONAFE-00-006
CNBV4295,CNBV-01-020-B
CNBV4324,CNBV-02-044-B
CNBV4325,CNBV-02-046
CNBV4218,CNBV-14-083
ECOSUR4482,ECOSUR-00-002
AFSEDF4349,AFSEDF-04-004
CONAPESCA4525,CONAPESCA-03-001
CONAFE4484,CONAFE-00-005
CNSF4244,CNSF-13-034-A
AFSEDF4348,AFSEDF-04-003
SHF487,SHF-01-001
CNBV4879,CNBV-20-006
CNSF4933,CNSF-13-055-C
RE1743,RE-00-001
CNP3115,PROSPERA-00-004
CONAPESCA4527,CONAPESCA-01-069
APIVAL4531,APIVAL-04-002
SHCP2639,SHCP-02-147
SHCP2746,SHCP-02-163-B
CONACYT1886,CONACYT-00-003
APIVAL4530,APIVAL-02-002
IMSS593,IMSS-02-002-B
STPS1506,STPS-04-001
STPS1689,STPS-04-018
STPS1687,STPS-04-004
STPS1690,STPS-04-020
CONAVI3225,CONAVI-01-002
SHCP2642,SHCP-02-150-A
FIDENA4544,FIDENA-00-001
SRE92,SRE-01-010-A
CNH4267,COFEPRIS-01-029
CONAPESCA4526,CONAPESCA-01-071
SAT4398,SAT-04-017
SAT4475,SAT-04-031
APIVAL4540,APIVAL-04-004
SAT4474,SAT-04-029
SRE232,SRE-01-031
APIVAL4533,APIVAL-02-001
SAT4476,SAT-04-032
FIDENA4546,FIDENA-00-004
FERROISTMO4479,FERROISTMO-01-001
FERROISTMO4480,FERROISTMO-01-002
Agroasemex4920,AGROASEMEX-00-014
INDAUTOR4381,INDAUTOR-00-012
INDAUTOR4379,INDAUTOR-00-014-A
SAT4394,SAT-04-014
APIVAL4529,APIVAL-00-001
APIVAL4534,APIVAL-01-001
APIVAL4532,APIVAL-01-002
SAT4399,SAT-04-018
SAT4402,SAT-04-023
SAT4397,SAT-04-016
CNSF4922,CNSF-13-052-B
FIDENA4545,FIDENA-00-003
SAT4400,SAT-04-021
SAT4469,SAT-04-024
SAT4471,SAT-04-026
APIVAL4539,APIVAL-02-004
APIVAL4535,APIVAL-03-001
SAT4472,SAT-04-027
Entidades5333,VER-SEGOB-001
INM829,INM-03-014
APIVAL4536,APIVAL-04-001
INM824,INM-03-010-C
SEMAR4850,SEMAR-05-013
SAT4473,SAT-04-028
INM801,INM-03-006-B
IMSS189,IMSS-02-066-G
INM74,INM-03-012
SRE93,SRE-01-010-B
APITAM4559,APITAM-01-004
COFEPRIS4273,COFEPRIS-05-016-B
COLEF4543,COLEF-00-001-B
SAT4477,SAT-04-035
ASEA4833,ASEA-00-025
COFEPRIS4276,COFEPRIS-05-030
COFEPRIS4277,COFEPRIS-05-040-A
SHCP1350,SHCP-02-041
SHCP1356,SHCP-02-044-A
COFEPRIS4272,COFEPRIS-05-016-A
FIDENA4547,FIDENA-00-005
 HRAEPY3932,HRAEPY-00-003
SECTUR3111,SECTUR-05-008
COFEPRIS4275,COFEPRIS-05-019
IMSS4570,IMSS-03-018
SHCP2641,SHCP-02-149
SEMAR3110,SECTUR-05-007
IMSS4566,IMSS-02-093
SRE97,SRE-01-011-C
CNH4266,COFEPRIS-01-020
COLEF4551,COLEF-00-001-F
APITAM4555,APITAM-00-001
SHCP1353,SHCP-02-042
SECTUR3092,SECTUR-05-003
AFSEDF3216,AFSEDF-01-013
AFSEDF3217,AFSEDF-01-015
APITAM4556,APITAM-01-001
INM828,INM-03-010-G
COLEF4554,COLEF-03-001
SRE572,SRE-01-020-A
COLEF4552,COLEF-00-001-G
SHCP2637,SHCP-02-142
SHCP3076,SHCP-05-007
SRE360,SRE-01-012
COFEPRIS4279,COFEPRIS-05-056
COLEF4548,COLEF-00-001-C
 HRAEPY3918,HRAEPY-00-001
SHCP3079,SHCP-05-009
414795,SEP-25-005
COLEF4549,COLEF-00-001-D
COLEF4550,COLEF-00-001-E
APITAM4563,APITAM-01-011
CONAFE4486,CONAFE-00-007
SRE352,SRE-01-006
SHCP3072,SHCP-05-005
COLEF4565,COLEF-00-001-H
IMSS4567,IMSS-02-094
IMSS4569,IMSS-03-017
SHCP2741,SHCP-02-158
CNH4265,COFEPRIS-01-019
SRE573,SRE-01-020-D
SRE295,SRE-01-032
IMSS4568,IMSS-02-095
SEGOB345,SGOB-06-001
COFEPRIS4280,COFEPRIS-05-084
 HRAEPY3923,HRAEPY-00-002
CONAFE2353,CONAFE-00-008-A
CONAFE2359,CONAFE-00-008-B
APITAM4558,APITAM-01-003
COFEPRIS4284,COFEPRIS-07-007
COLEF4542,COLEF-00-001-A
SRE314,SRE-01-035
CONAPESCA2488,CONAPESCA-01-042-M
SRE160,SRE-03-016
COLEF4553,COLEF-02-001
SHCP2558,SHCP-02-140
SHCP2638,SHCP-02-145
SHCP3071,SHCP-05-004-B
SRE312,SRE-01-040
SHCP1354,SHCP-02-043
SRE577,SRE-01-020-G
FIDENA4564,FIDENA-00-002
CONAFE4483,CONAFE-00-004
SRE313,SRE-01-037
SHCP2747,SHCP-02-164
SEP1657,SEP-01-038
SAT273,SAT-01-040
SHCP2740,SHCP-02-155
STPS2796,STPS-12-003
SEP970,SEP-01-001
STPS2795,STPS-12-002
SRE2871,SRE-03-010
ISSSTE518,ISSSTE-00-007-B
ISSSTE524,ISSSTE-00-012-B
ISSSTE532,ISSSTE-00-015
ISSFAM4382,ISSFAM-01-004
CONACYT4575,CONACYT-01-002
ISSFAM4383,ISSFAM-01-005
ISSFAM4386,ISSFAM-02-001-A
SRE236,SRE-01-038
ISSFAM4384,ISSFAM-01-006
CONACYT4573,CONACYT-00-010
SAT263,SAT-01-020
APITAM4557,APITAM-01-002
SEDENA37,SEDENA-01-008
SAT2427,SAT-06-018
STPS2797,STPS-12-004
SEDENA38,SEDENA-01-009
STPS1742,STPS-05-024-C
SEP981,SEP-01-007
INAPAM2793,INAPAM-00-006
SHCP2640,SHCP-02-148
SCT3124,SCT-02-208-A
ISSSTE521,ISSSTE-00-009-A
SEP1239,SEP-01-022-A
SEP978,SEP-01-006
SEP1635,SEP-01-017-A
SHCP1357,SHCP-02-044-B
SEP982,SEP-01-008
SEGOB173,SEGOB-05-003
SEP1514,SEP-01-035-B
SEP1216,SEP-01-018-B
SHCP1358,SHCP-02-045
CNSF4595,CNSF-13-042-A
APITAM4562,APITAM-01-010
246784,SEP-01-028-B
SEP1659,SEP-01-041-B
STPS1740,STPS-05-024-B
SEP1242,SEP-01-025-A
ISSSTE608,FOVISSSTE-00-009-E
SEP1240,SEP-01-022-B
ISSSTE578,FOVISSSTE-00-009-D
CNH4582,CNH-00-024-A
244958,SEP-01-019-A
SEP1245,SEP-01-025-B
APITAM4560,APITAM-01-005
SAT133,SAT-01-052
246054,SEP-01-021-B
ISSSTE515,ISSSTE-00-006
SRE116,SRE-03-006-B
SEGOB362,SGOB-06-007
25812,SEP-01-030-B
ISSSTE516,ISSSTE-00-007-A
ISSSTE522,ISSSTE-00-009-B
ISSSTE530,ISSSTE-00-013
APITAM4561,APITAM-01-009
SAT783,SAT-01-036
SAT128,SAT-01-025
SAT270,SAT-01-034
CNH4586,CNH-00-024-E
245689,SEP-01-021-A
STPS1739,STPS-05-024-A
STPS1986,STPS-05-024-D
SAT301,SAT-01-063
SEP1636,SEP-01-017-B
SEP1215,SEP-01-018-A
ISSSTE523,ISSSTE-00-012-A
SEP1246,SEP-01-027-B
CNP832,PROSPERA-00-005
ISSSTE612,FOVISSSTE-00-001-C
255550,SEP-01-029-A
SRE268,SRE-01-039
PROFEPA2784,PROFEPA-03-004-B
SEP1035,SEP-01-023-A
SAT2315,SAT-08-022
STPS881,STPS-12-001
ISSSTE610,FOVISSSTE-00-001-A
ISSSTE508,ISSSTE-00-001-B
COFEPRIS3406,COFEPRIS-05-082-A
STPS883,STPS-05-003-A
COFEPRIS3407,COFEPRIS-05-082-B
COFEPRIS3404,COFEPRIS-05-015-B
COFEPRIS393,COFEPRIS-04-004-A
ISSSTE509,ISSSTE-00-001-C
ISSSTE575,FOVISSSTE-00-009-B
COFEPRIS395,COFEPRIS-04-004-B
ISSSTE613,FOVISSSTE-00-001-D
ISSSTE510,ISSSTE-00-002
ISSSTE511,ISSSTE-00-003
ISSSTE512,ISSSTE-00-004-A
ISSSTE513,ISSSTE-00-004-B
ISSSTE514,ISSSTE-00-005
ISSSTE534,ISSSTE-01-001-A
CNSF4589,CNSF-13-039
CNSF4594,CNSF-13-041
CNSF4598,CNSF-13-042-D
ISSSTE879,ISSSTE-04-001-A
CNSF4591,CNSF-13-040-B
CNSF4597,CNSF-13-042-C
CNSF4596,CNSF-13-042-B
ISSSTE494,ISSSTE-05-002
ISSSTE559,ISSSTE-05-007-D
ISSSTE557,ISSSTE-05-007-B
ISSSTE558,ISSSTE-05-007-C
ISSSTE562,ISSSTE-05-007-F
ISSSTE478,ISSSTE-05-008-C
ISSSTE481,ISSSTE-05-008-F
CNSF4602,CNSF-13-043-D
CNSF4603,CNSF-13-044
ISSSTE878,ISSSTE-06-013-C
CNSF4604,CNSF-13-049
CNSF4605,CNSF-13-050
CNSF4601,CNSF-13-043-C
CONAGUA4520,CONAGUA-01-004-A
SRE122,SRE-03-011-B
SEGOB364,SGOB-06-008
SEMAR4414,SEMAR-05-018-B
SRE148,SRE-03-008-A
SRE121,SRE-03-011-A
SEMAR4439,SEMAR-05-032
SRE311,SRE-01-036
SEMAR4417,SEMAR-05-018-E
SEMAR4413,SEMAR-05-018-A
CONAGUA2580,CONAGUA-01-013-C
CNBV4632,CNBV-06-031
SEGOB348,SGOB-06-004
SEGOB361,SGOB-06-006
CNBV4876,CNBV-19-007
SRE119,SRE-03-006-D
CNBV4637,CNBV-11-002
SEGOB347,SGOB-06-003
SEDATU3302,SEDATU-06-001
SRE124,SRE-03-011-D
CNBV4877,CNBV-19-008
SCT3340,APIDBO-03-007
INDAUTOR3618,INDAUTOR-00-007-A
CNBV4878,CNBV-20-002
SRE145,SRE-03-007-B
RAN2342,SEDATU-04-053
PA3266,PA-00-003-C
SEGOB346,SGOB-06-002
BANSEFI4905,BANSEFI-00-001
SEMAR4457,SEMAR-05-014
SRE125,SRE-03-012-A
PA3275,PA-00-006-B
SEMAR4452,SEMAR-05-009-B
SEMAR4454,SEMAR-05-011
SEMAR4429,SEMAR-05-027-C
ISSFAM4385,ISSFAM-01-003-B
APIVAL4537,APIVAL-04-003
APITAM4608,APITAM-01-008
CNBV4620,CNBV-06-012
SEGOB353,SGOB-06-005
BANSEFI4906,BANSEFI-00-002
SEMARNAT289,SEMARNAT-07-024
INDAUTOR3617,INDAUTOR-00-006
CNBV4616,CNBV-06-003
CNBV4612,CNBV-01-001-C
SRE123,SRE-03-011-C
BANSEFI4907,BANSEFI-00-003
SRE260,SRE-01-033
CETI3568,CETI-01-001
APITAM4606,APITAM-01-006
SEMARNAT398,SEMARNAT-07-034-C
SEMAR4462,SEMAR-05-025-D
CNBV4615,CNBV-06-002
CNBV4621,CNBV-06-014
PA3271,PA-00-006-A
CNBV4618,CNBV-06-007
APIVAL4538,APIVAL-02-003
CONACYT4579,CONACYT-01-010
CONACYT4574,CONACYT-01-003
CNBV4622,CNBV-06-015
UNADM1064,UNADM-00-001
CNBV4629,CNBV-06-022
CNBV4631,CNBV-06-030
CNBV4630,CNBV-06-029
CNBV4635,CNBV-06-034
CNBV4636,CNBV-09-013
ASEA3131,ASEA-00-001-A
ASEA3133,ASEA-00-001-C
ASEA3135,ASEA-00-001-E
ASEA3136,ASEA-00-001-F
ASEA3137,ASEA-00-001-G
CNSF4600,CNSF-13-043-B
ASEA3425,ASEA-00-001-H
ASEA3426,ASEA-00-001-I
ASEA3427,ASEA-00-002
ASEA3431,ASEA-00-004-B
CONACULTA4609,CONACULTA-00-034
SEMARNAT1532,SEMARNAT-03-052
ASEA3428,ASEA-00-003-A
SRE265,SRE-01-034
SAT4693,SAT-04-038
ASEA4152,ASEA-00-013-A
COFEPRIS4656,COFEPRIS-05-051-C
SHCP1541,SHCP-02-076
CONACULTA4626,CONACULTA-00-043
CONACULTA4640,CONACULTA-00-045
COFEPRIS4647,COFEPRIS-03-002
Agroasemex4919,AGROASEMEX-00-012
SHCP1529,SHCP-02-062
Agroasemex4921,AGROASEMEX-00-015
SHCP1359,SHCP-02-049
CNBV4689,CNBV-25-001
CNBV4657,CNBV-11-007
CNBV4681,CNBV-16-018-O
COFEPRIS4649,COFEPRIS-05-012
SHCP1527,SHCP-02-052
CNBV4686,CNBV-16-035
COFEPRIS4652,COFEPRIS-05-040-B
IMSS3091,IMSS-05-002
SRE2870,SRE-03-010
SAT4699,SAT-04-046
SHCP1528,SHCP-02-061
CNBV4664,CNBV-16-011-B
CNBV4672,CNBV-16-018-F
SENASICA4125,SENASICA-01-054
CNBV4668,CNBV-16-018-C
CNBV4679,CNBV-16-018-M
SAT4697,SAT-04-045
CNBV4675,CNBV-16-018-I
CNBV4659,CNBV-16-002-A
SAT4707,SAT-04-051
SAT4709,SAT-04-053
CONADE85,CONADE-00-006-B
SHCP1530,SHCP-02-066
CRE1987,CRE-09-001-C
CNBV4682,CNBV-16-018-P
CNBV4683,CNBV-16-023
SHCP1534,SHCP-02-073
CIMAT4729,CIMAT-01-001
SAT4700,SAT-04-048
CNBV4685,CNBV-16-033
CNBV4690,CNBV-25-002
SAT4701,SAT-04-049
CNBV4674,CNBV-16-018-G
CNBV4688,CNBV-16-039
CNBV4673,CNBV-16-018-H
CNBV4680,CNBV-16-018-N
SAT4694,SAT-04-039
SHCP1543,SHCP-02-083
CNBV4677,CNBV-16-018-K
PA2534,PA-00-005
CNBV4678,CNBV-16-018-L
CNBV4684,CNBV-16-024
SAT4715,SAT-06-002
SRE2865,SRE-03-010
PA2589,PA-00-008-D
CNBV4687,CNBV-16-038
SAT4698,SAT-04-044
PA2591,PA-01-004
SRE120,SRE-03-010
SHCP1544,SHCP-02-093
CNBV4695,CNBV-25-004
SAT4711,SAT-05-003
CNBV4692,CNBV-25-003
SAT4696,SAT-04-043
PA2614,PA-03-002-A
PA2622,PA-04-002-F
ISSFAM4705,ISSFAM-02-012-A
CONAFE262,CONAFE-00-002-A
SAT4713,SAT-06-005
CONAGUA4521,CONAGUA-01-004-B
CNBV4880,CNBV-20-007
CONAMED1597,CONAMED-00-007
SAT4710,SAT-05-002
CNSF4928,CNSF-13-053-C
SALUD335,SSA-06-009
CONAGUA4518,CONAGUA-01-003-A
SALUD336,SSA-06-010
SALUD337,SSA-06-011
SAT4712,SAT-06-001
PA4716,PA-01-002-D
SALUD340,SSA-06-013
PA4718,PA-01-003
CIMAT4724,CIMAT-00-001
SEMARNAT238,SEMARNAT-03-003-A
COMIMSA4723,COMIMSA-00-022
CNBV4669,CNBV-16-018-D
CONSAR4735,CONSAR-02-007-A
CONSAR4739,CONSAR-02-009-A
SEMARNAT241,SEMARNAT-03-003-C
SEMARNAT242,SEMARNAT-03-003-D
CIMAT4725,CIMAT-00-002
CNBV4634,CNBV-06-033
CONSAR4730,CONSAR-01-093
CIMAT4726,CIMAT-00-003
SEMARNAT453,SEMARNAT-05-008
CNSF4587,CNSF-13-038-E
CNBV4667,CNBV-16-018-B
CONSAR4731,CONSAR-01-094
CIMAT4728,CIMAT-02-001
SEMARNAT243,SEMARNAT-03-013
SEMARNAT423,SEMARNAT-08-006
COFEPRIS3374,COFEPRIS-04-006-A
CNSF4588,CNSF-13-038-F
CNBV4624,CNBV-06-020
SEMARNAT41,SEMARNAT-03-030
SRE2866,SRE-03-010
CONAGUA4519,CONAGUA-01-003-B
CONSAR4737,CONSAR-02-007-C
CONSAR4736,CONSAR-02-007-B
SEMARNAT420,SEMARNAT-07-034-D
SEMARNAT462,SEMARNAT-08-053
CONACYT4572,CONACYT-00-008
CNBV4658,CNBV-14-079
SCT2040,SCT-02-146-U
SEMARNAT457,SEMARNAT-07-036
SEMARNAT427,SEMARNAT-08-022
SEMARNAT458,SEMARNAT-08-032
CONSAR4738,CONSAR-02-007-D
CONSAR4732,CONSAR-02-002
SEMARNAT437,SEMARNAT-08-041
SEMARNAT438,SEMARNAT-08-045-A
SEMARNAT460,SEMARNAT-08-047
CONACYT4571,CONACYT-00-007
CNBV4627,CNBV-06-026
COFEPRIS399,COFEPRIS-04-004-D
CNBV4722,CNBV-16-011-A
SRE1574,SRE-02-011-B
CNBV4633,CNBV-06-032
CNBV4639,CNBV-11-006
SHCP1320,SHCP-01-067
SHCP1330,SHCP-01-168
SEMARNAT461,SEMARNAT-08-052
CNBV4611,CNBV-01-001-B
CNBV4666,CNBV-16-018-A
FONART3644,FONART-01-002
SRE1874,SRE-06-002
CONACYT4577,CONACYT-01-008
CONACYT4578,CONACYT-01-009
INM797,INM-03-005-B
SRE1617,SRE-02-011-H
CONSAR4733,CONSAR-02-005
CNSF4592,CNSF-13-040-C
CONACYT4576,CONACYT-03-001
CNBV4662,CNBV-16-003
SRE1581,SRE-02-011-E
IMSS4166,IMSS-02-092
SHCP1328,SHCP-01-135
PROFECO790,PROFECO-00-015-B
SEMARNAT464,SEMARNAT-08-056
CNBV4610,CNBV-01-001-A
CNBV4665,CNBV-16-011-C
SHCP1318,SHCP-01-061
SHCP1326,SHCP-01-110
CNBV4614,CNBV-06-001
CNBV4676,CNBV-16-018-J
CNTS4744,CNTS-01-019
CNBV4617,CNBV-06-005
CNBV4660,CNBV-16-002-B
CNBV4663,CNBV-16-007
CNBV4670,CNBV-16-018-E
SRE1576,SRE-02-011-C
SRE2565,SRE-06-005
CNBV4619,CNBV-06-009
CNBV4623,CNBV-06-016
FONART3646,FONART-01-004
CONUEE2884,CONUEE-00-001-A
SRE1587,SRE-02-011-F
CNBV4638,CNBV-11-005
FONART3645,FONART-01-003
SRE2374,SRE-02-012-A
SE1023,SE-01-007-C
CONAMED1590,CONAMED-00-004
SE1263,SE-03-001
SRE1071,SRE-01-001
SHCP1315,SHCP-01-040
SHCP1325,SHCP-01-075
CNTS4511,CNTS-01-010
SE1275,SE-03-037
SRE2562,SRE-02-013-B
SRE1626,SRE-02-013-D
SRE2414,SRE-02-012-B
SHCP1323,SHCP-01-070
SHCP1331,SHCP-01-165
SHCP2553,SHCP-00-008
SHCP1324,SHCP-01-074
SRE2422,SRE-03-004
SHCP1314,SHCP-00-007
SHCP1337,SHCP-02-026
SE1049,SE-01-019
CNTS4745,CNTS-01-020
SHCP1316,SHCP-01-059
SHCP1322,SHCP-01-069
CONAFOR4768,CONAFOR-06-003
SHCP1329,SHCP-01-160
SE976,SE-01-007-B
SE1066,SE-02-001-A
PROFECO653,PROFECO-00-001-B
SHCP1349,SHCP-02-039
SEGOB1199,SGOB-01-009-A
CONAGUA4756,CONAGUA-01-012
CNTS4513,CNTS-01-012
PROFECO789,PROFECO-00-015-A
CNTS4747,CNTS-01-022
SE974,SE-01-007-A
SHCP1332,SHCP-01-164
SHCP1333,SHCP-02-002
SHCP1355,SHCP-02-037
SEGOB1209,SGOB-01-009-D
SE1052,SE-02-001-B
SHCP1334,SHCP-02-007
SE955,SE-00-001
CNTS4746,CNTS-01-021
CNTS4514,CNTS-01-013
SHCP1338,SHCP-02-028
SHCP1347,SHCP-02-032
SE1031,SE-01-013
SE1033,SE-01-017-A
IMSS4751,IMSS-03-027
IMSS4750,IMSS-03-022
CNTS4516,CNTS-01-015
SAT4708,SAT-04-052
IMSS4752,IMSS-03-028
CONAGUA4754,CONAGUA-01-010
SE1375,SE-03-051-B
CENATRA4769,CNTRA-01-005
INC4772,INC-00-001
SE1379,SE-03-051-A
SE1380,SE-03-054
SEMARNAT911,SEMARNAT-01-014
SAT4776,SAT-04-043
SE1179,SE-02-016
INC4773,INC-00-002
SE1265,SE-03-019
CONAGUA2578,CONAGUA-01-013-B
CIESAS4753,CIESAS-00-002
CONAGUA4758,CONAGUA-01-020-A
CENATRA4771,CNTRA-01-006
INC4775,INC-00-004
CONAFOR4770,CONAFOR-06-006
CONAFOR4767,CONAFOR-03-057
CNTS4504,CNTS-01-008
INC4774,INC-00-003-A
SE1268,SE-03-024
SE1256,SE-03-042-A
CIESAS4755,CIESAS-00-003
CIGGET4721,CIGGET-00-004
CNH4580,CNH-00-022-B
SE1249,SE-03-052-B
SAT4691,SAT-04-036
SE1093,SE-02-004-A
SE1091,SE-02-003-C
CNH4581,CNH-00-023
CNH4585,CNH-00-024-B
CNH4583,CNH-00-024-C
CNH4584,CNH-00-024-D
SE1250,SE-03-052-A
SAT343,SAT-01-077
SE2838,SE-03-044-A
SE1072,SE-02-001-C
CNTS4741,CNTS-01-016
SE1088,SE-02-003-B
SE1081,SE-02-002-C
SE1085,SE-02-003-A
APIMAN4795,APIMAN-02-001
SAT758,SAT-03-032
COFEPRIS4783,COFEPRIS-07-003-B
APIMAN4797,APIMAN-02-003
APIMAN4794,APIMAN-01-001
CNTS4742,CNTS-01-017
COFEPRIS4781,COFEPRIS-06-011-C
COFEPRIS4782,COFEPRIS-07-003-A
INM800,INM-03-006-A
CNTS4743,CNTS-01-018
COLSAN4740,COLSAN-02-001
SAT303,SAT-01-069
CNTS4748,CNTS-01-023
APIMAN4796,APIMAN-02-002
PA4785,PA-01-002-D
CONAGUA4757,CONAGUA-01-019
CONAGUA4759,CONAGUA-01-020-B
CONACULTA4641,CONACULTA-00-046
PA4719,PA-02-004
SAT751,SAT-02-009
IMSS4749,IMSS-03-021
SAT299,SAT-01-073
CIO4787,CIO-00-002
SAT756,SAT-02-014
INM637,INM-03-004-B
COFEPRIS4780,COFEPRIS-06-011-B
APIMAN4789,APIMAN-00-001
APIMAN4790,APIMAN-00-002
SAT753,SAT-04-011
CONADE84,CONADE-00-006-A
SAT750,SAT-01-068
SAT139,SAT-07-010
SAT304,SAT-01-070
SAT136,SAT-07-006
FONATUR4806,FONATUR-00-003-A
COFEPRIS785,COFEPRIS-04-023-B
FONATUR4807,FONATUR-00-003-B
COFEPRIS396,COFEPRIS-04-004-C
ASEA4832,ASEA-00-024
APIENSENADA4817,APIENSENADA-01-001
IMSS809,IMSS-03-003-B
COFEPRIS782,COFEPRIS-04-023-A
COFEPRIS4655,COFEPRIS-05-051-B
COFEPRIS4671,COFEPRIS-06-001
FONATUR4805,FONATUR-00-002
IMSS3082,IMSS-03-014
FONATUR4810,FONATUR-02-001-A
ISSFAM4702,ISSFAM-02-003
IMSS803,IMSS-02-085-A
FONATUR4809,FONATUR-00-004-B
COFEPRIS4706,COFEPRIS-06-004
FONATUR4812,FONATUR-02-001-C
SENASICA4834,SENASICA-02-012
RAN959,SEDATU-04-008
SHCP1546,SHCP-02-095
COFEPRIS4644,COFEPRIS-01-026
COFEPRIS4650,COFEPRIS-05-014
COFEPRIS4703,COFEPRIS-06-002
COFEPRIS4646,COFEPRIS-03-004
COFEPRIS4778,COFEPRIS-06-010
APIENSENADA4815,APIENSENADA-00-002
IMSS3085,IMSS-03-016
HGM4823,HGM-00-001
COFEPRIS4648,COFEPRIS-03-014
COFEPRIS4653,COFEPRIS-05-040-C
CONAGUA2581,CONAGUA-01-014
COFEPRIS4714,COFEPRIS-06-005
COFEPRIS4654,COFEPRIS-05-051-A
COFEPRIS4704,COFEPRIS-06-003
SENASICA4841,SENASICA-03-011
APIENSENADA4827,APIENSENADA-03-002
IMSS804,IMSS-03-001
RAN1424,SEDATU-04-023
SENASICA4829,SENASICA-02-011-A
ISSSTE493,ISSSTE-05-001
APIENSENADA4820,APIENSENADA-02-009
IMSS806,IMSS-03-002-B
APIENSENADA4819,APIENSENADA-02-002
SESNSP4843,SESNSP-00-020
ASEA4830,ASEA-00-022
RAN937,SEDATU-04-001
RAN1411,SEDATU-04-016
ISSSTE851,ISSSTE-06-001-D
COFEPRIS4717,COFEPRIS-06-006
IMSS810,IMSS-03-006
IMSS3090,IMSS-04-003-D
RAN928,SEDATU-00-001
ASEA4825,ASEA-00-023
COFEPRIS4720,COFEPRIS-06-007
COFEPRIS4760,COFEPRIS-06-008
COFEPRIS4779,COFEPRIS-06-011-A
SHCP1750,SHCP-02-096
SHCP1762,SHCP-02-109
RAN1416,SEDATU-04-021
APIENSENADA4816,APIENSENADA-00-003
APIENSENADA4822,APIENSENADA-02-015
APIENSENADA4824,APIENSENADA-03-001 
RAN1412,SEDATU-04-017
ISSSTE857,ISSSTE-06-002
COFEPRIS4763,COFEPRIS-06-009
TecNM4784,TECNM-00-001
SEMARNAT912,SEMARNAT-02-004
APIENSENADA4826,APIENSENADA-03-003
IMSS3077,IMSS-03-012
FONATUR4811,FONATUR-02-001-B
IMSS3080,IMSS-03-013
RAN940,SEDATU-04-002
APIENSENADA4818,APIENSENADA-01-002
SENASICA4831,SENASICA-02-011-B
SENASICA4839,SENASICA-02-025
SENASICA4840,SENASICA-03-009
SENASICA4813,SENASICA-01-031-A
RAN1414,SEDATU-04-019
FONATUR4808,FONATUR-00-004-A
CONAGUA4762,CONAGUA-01-021
RAN958,SEDATU-04-007
IMSS3084,IMSS-03-015
SENASICA4836,SENASICA-02-022
IMSS3089,IMSS-04-001-D
SENASICA4828,SENASICA-02-010
SESNSP4842,SESNSP-00-018-B
IMSS3087,IMSS-04-001-A
IMSS3088,IMSS-04-001-B
SENASICA4835,SENASICA-02-014
SENASICA4837,SENASICA-02-023
333712,SEP-18-017
RAN1417,SEDATU-04-022
SENASICA4838,SENASICA-02-024
RAN942,SEDATU-04-003
RAN950,SEDATU-04-005
APIENSENADA4814,APIENSENADA-00-001
APIENSENADA4821,APIENSENADA-02-014
SESNSP4844,SESNSP-00-021
RAN933,SEDATU-00-003
RAN961,SEDATU-04-009
RAN1415,SEDATU-04-020
ISSSTE476,ISSSTE-05-008-A
CNSF4943,CNSF-13-057-B
RAN965,SEDATU-04-012
CONAGUA2583,CONAGUA-01-017
SEMAR4847,SEMAR-05-031-B
CNSF4923,CNSF-13-052-C
CONDUSEF5008,CONDUSEF-00-006
RAN967,SEDATU-04-014
334442,SEP-18-018
CONAGUA2582,CONAGUA-01-015
INDAUTOR4643,INDAUTOR-00-015-A
CNSF4925,CNSF-13-052-E
CNSF4953,CNSF-13-062-A
RAN1410,SEDATU-04-015
IMSS808,IMSS-03-003-A
INC4853,INC-02-001
APIMAN4791,APIMAN-00-003
SEGOB2759,SGOB-08-001-A
