Encuesta,Ficha,Homoclave,1.1 ¿Te parece útil esta información?,1.2 ¿Consideras que falta información?,1.3 ¿Qué información crees que falta?,1.4 ¿Qué podemos mejorar?,Fecha
287,SRE117,SRE-03-006-A,No,Sí,"Todo el sistema  esta mal. Falta los formularios del llenado de todos, de la ficha del deposito, del formato del pasaporte. Falta el sistema para agendar citas pro interne.","Todo el sistema  esta mal. Falta los formularios del llenado de todos, de la ficha del deposito, del formato del pasaporte. Falta el sistema para agendar citas pro interne.",2016-01-19
288,SRE113,SRE-03-003,Sí,No,,No aparece donde hacer la cita,2016-01-19
284,SEGOB171,SEGOB-05-005,Sí,Sí,La dirección y horario donde los extranjeros deben realizar el trámite de corrección de CURP.,"Incluir la dirección y el horario donde los extranjeros deben realizar el trámite. 
Indicar qué otros documentos están ligados a la CURP, por ejemplo el Número de Seguridad Social del IMSS y el RFC, e indicar qué documento se recibirá  una vez corregido el CURP, para poder acudir con éste a hacer las correcciones debidas al IMSS y al SAT.",2016-01-19
286,SEDENA35,SEDENA-01-002,Sí,Sí,Horarios de atención del módulo de atención al público del Servicio Militar Nacional,Pongan horarios de atención,2016-01-19
287,ISSSTE878,ISSSTE-06-013-C,Sí,No,,Mas módulos de atención ,2016-01-19
289,SRE112,SRE-03-002,Sí,No,,HORARIOS DE ATENCIÓN SABATINO,2016-01-19
287,SRE113,SRE-03-003,No,Sí,"deberian de poner un listado de los requerimientos completos y los formatos de pago (donde hacerlos, formato a llenar, etc), las indicaciones paso a paso en una sola pagina y tener toda la informacion en un mismo sitio y no que me digan una cosa por telefono, otra en gob.mx y otra en la pagina de la sre","quiero renovar mi pasaporte y no puedo encontrar los requisitos. deberian de poner un listado de los requerimientos en una sola pagina todo junto. primero lo busque en google, donde encuentro renovacion de pasaportes, sale una lista que dice 'copias de documentacion' y dos fotos, nunca especificando que documentacion ni algun otro documento, aparece un telefono en la delegacion para hacer citas, en ese telefono la opcion requerimientos de pasaporte me vuelve a mandar a la misma pagina de la sre (ni siquiera a un enlace directo sino la pagina principal) donde no encontre nada y me mandan a otro numero general porque en el numero 'hacer citas' ironicamente no se pueden hacer citas, al marcar al numero general no me preguntan que deseo o para que llamo y lo primero que hacen es pedir mi correo y curp, (de hecho contestan diciendo, 'gracias por llamar ya tiene su cita confirmada?' que tal seria un 'gracias por llamar al sistema de citas para pasaportes desea hacer una cita, reagendar...?'? cita de que? de que hablan? este es el numero para agendar una desde cero?) dos veces intentan terminar la llamada y al pedirle informes al operadr me vuelve a mandar a la pagina de la sre donde no encontre nada y como la pagina no decia que necesito el curp para hacer la cita tengo que colgar y marcar de nuevo  al numero 01800, ahora con el curp y en ninguna de las dos veces que marco nadie me da informacion de los requerimientos, el servicio es pesimo y los operadores les urge colgar, 'donde encuentro los requerimientos?' me responden 'ahi, en la pagina' 'cual pagina?', de ahi me mandan a una segunda pagina, gob.mx en la de gob.mx sale otra lista de requerimientos diferente a la de sre segun el operador aparece un formato de pago el cual no esta y hasta ahora sigo sin encontrar el formato, la pagina de la sre me pide 2 fotos y unas copias, la de gob.mx me pide el pasaporte original y un pago, y el operador en la cita me pide dos fotos y un pago, los tres sistemas diferentes. le pregunte al operador si en la confirmacion de correo mandan los requisitos y formatos, me dice no e intenta terminar la llamada de nuevo. en ambos casos los operadores no me quisieron ayudar, ni dar informacion, me dieron la cita donde quisieron cuando quisieron y nunca se me pregunto mi opinion, o se me dio un intento de ayudar, ser utiles, o dar informacion. pesimo servicio, pero como siempre no se puede esperar mucho de este gobierno que parece se esmeran en ver como hacer mas dificil la vida de la gente todos los dias, espero consideren mi sugerencia y por lo menos pongan toda la informacion de tramites completa, en un solo sitio, cosa que les cuesta absolutamente nada y seguro les ahorraria quejas y personas preguntando que sigue",2016-01-19
288,SRE113,SRE-03-003,No,Sí,"No me aparece los requisitos necesito para renovar mi pasaporte. 
No viene nada de las fotos y tampoco si necesito copias de algún documento.","Colocando mayor información, la página no dice nada. No sirve.",2016-01-19
290,SRE101,SRE-01-019-D,No,Sí,"Falta toda la información del mundo. Por favor regresen al viejo formato. Hace falta mucha información. No puedo conocer cuales son las zonas militares y la información sobre la cartilla militar es parcial, incoherentemente dirigida hacia personas en el exterior, lo cual resulta carente de sentido, ¿qué pasa con los que estamos en México?","Pongan toda la información disponible, no solo de consulados.",2016-01-20
290,SRE112,SRE-03-002,Sí,No,,PODER REALIZAR EL TRAMITE POR INTERNET O SI EXISTE ESTE MEDIO PONER INFORMACION SOBRE COMO REALIZARLO,2016-01-20
293,SRE112,SRE-03-002,No,Sí,Los municipios restantes de Puebla,Agregar los municipios restantes y sugerir por lo menos 2 oficinas cercanas aunque sean de otro estado,2016-01-20
294,INM811,INM-03-009-A,Sí,Sí,derechos para visa de estudiante (creo que no hay que pagar nada por el canje pero debería de decirlo en algun lugar.,"No queda claro cuál es la diferencia entre:

Formato básico debidamente llenado

y 

Formato para solicitar trámite migratorio de estancia, llenado de manera electrónica a través de la página de internet (www.gob.mx) con firma autógrafa del promovente",2016-01-20
292,CFE194,CFE-00-020,No,Sí,"toda tanto requisito de correo electronico, que telefono fijo para un simple recibo",,2016-01-20
296,SRE113,SRE-03-003,No,Sí,El teléfono de la delegación,Que se pueda hacer la cita por internet,2016-01-20
293,SRE117,SRE-03-006-A,No,Sí,SIEMPRE TE PIDEN MILES DE COPIAS Y AQUI NO VIENE NINGUNA,"ANTES SE PODIA USAR EL PASAPORTE ANTERIOR????
PESIMA SU PAGINA NUEVA, SI HAY DESPISTADOS Y NO LE PICAN A LA PESTAÑA ????",2016-01-20
298,INM820,INM-03-009-D,Sí,Sí,Saber si la Renovación de tarjeta de residencia temporal de estudiante  es gratuita,Especificar datos sobre residencias de estudiante,2016-01-20
296,SRE113,SRE-03-003,Sí,Sí,Si se puede renovar el pasaporte faltando dos dias para expirar,La informacion,2016-01-20
297,SRE112,SRE-03-002,Sí,Sí,nada,"Registro de cita en línea, pago en línea,",2016-01-20
299,STPS582,STPS-04-002,No,Sí,"El nuevo formato. Acuerdo por el que se modifican los formatos DC-4 y DC-5 del Acuerdo por el que se dan a conocer los criterios administrativos, requisitos y formatos para realizar los trámites y solicitar los servicios en materia de capacitación, adiestramiento y productividad de los trabajadores, publicado el 14 de junio de 2013",Insetar el formato,2016-01-20
298,SEGOB171,SEGOB-05-005,Sí,No,,Me dice que el tramite es inmediato para mexicanos pero para un mexicano naturalizado tarde hasta dos semanas. Eso es racista contra ciertos mexicanos y hace que se sientan como de segundo grado. Mi sugerencia es que se debe tratar igual a todos los mexicanos.,2016-01-20
300,SRE113,SRE-03-003,No,Sí,que no se cancelan citas y no se puede reprogramar,agilizar tramite y poder cancelar y cambiar de sede,2016-01-20
300,SRE260,SRE-01-033,Sí,Sí,Incluir cuales son los documentos necesarios para la solicitud de la visa de residencia temporal.,Informacion y contacto,2016-01-20
301,SRE144,SRE-03-007-A,No,Sí,Que la opción para la cita por internet este visible y los enlaces funcionen. encontré una primera vez la opcion para registrarme y hacer el tramite pero quedo inconcluso y ahora no sé donde ingresar,Poner la opción para la cita visible. el portal anterior estaba mucho mas fácil de manejar. Falta actualizar los módulos de atención en Guadalajara,2016-01-20
301,SRE112,SRE-03-002,No,Sí,"un link para hacer cita para el tramite de pasaporte mexicano, ya que el telefono que ponen nunca funciona, ni el menu, ni nada. pesimo servicio, lo requiero de emergencia y no va a poder ser asi.","regresar la pagina a como estaba antes en la cual tu accesabas una cuenta y podias agendar cita por este medio, sin necesidad de llamar al telefono que jamas funciona.",2016-01-20
298,SRE113,SRE-03-003,No,Sí,"en la pagina de SRE:
http://consulmex.sre.gob.mx/eaglepass/index.php/pasaporte

donde hay que dar click para hacer la cita me manda a una pagina de anuncios

dice eyaculacion precoz .... y demás anuncios

es una broma????

que porqueria de atención",lo dicho anteriormente,2016-01-20
300,SRE113,SRE-03-003,No,Sí,¡¡¿Cómo obtengo la ficha para hacer el pago del pasaporte?!!,"Es extremadamente difícil encontrar el trámite de citas por internet, deberían de hacerlo mucho más fácil. Su página está horrible, confusa, y siempre regresa al mismo sitio. Muy fastidiosa de navegar. ¡Qué vergüenza!",2016-01-20
302,SRE112,SRE-03-002,Sí,Sí,"PONER EL LINK PARA LA HOJA DE PAGO 
COLOCAR EN LA PAGINA EL NUMERO TELEFONICO PARA SACAR LA CITA",LO ANTES MENCIONADO,2016-01-20
302,SRE113,SRE-03-003,Sí,Sí,No especifica donde hay que realizar los pagos,informacion sobre pagos,2016-01-20
303,SRE113,SRE-03-003,No,Sí,"que especifiquen los posibles documentos a necesitar para la renovacion en caso que la dependencia lo solicite asi no dar 2 o 3 vueltas por el mismo tramite, y si se requiere fotografias ya que tampoco lo mencionan.",Que en los telefonos de asistencia contesten.,2016-01-20
305,SRE112,SRE-03-002,No,Sí,"La página es muy confusa, es muy complcado encontrar cómo hacer la cita y solo se puede hacer telefónicamente, antes era más fácil; la pagina de trámite de pasaporte te da muchas vueltas a lo mismo sin ayudar.",La estructura de la página y la forma para informar cómo tramitar tu cita.,2016-01-20
306,SRE112,SRE-03-002,No,No,,"No te da la liga para poder generar tu pago de pasaporte, hay que buscar en otro lado y página. Terrible servicio.",2016-01-20
301,SEP71,SEP-01-031-A,Sí,Sí,"Por el concepto del cambio del costo de los derechos del trámite, como se realizaría el pago del ajuste (excedente) de dicha cuota.",Dar la información o la ficha necesaria para el pago del faltante de la cuota del pago de derechos.,2016-01-20
304,SRE112,SRE-03-002,No,Sí,"QUE PUEDA TRAMITAR MI CITA EN LINEA PARA QUE ASI CUANDO VAYA A SECRETARIA DE RELACIONES EXTERIORES EN XALAPA NO ME DEN UN MISERABLE TRIPTICO EL CUAL ME DICE QUE SOLO SE PUEDE HACER EN LINEA O CON LLAMADA, Y QUE LAS OPERADORAS ESTEN OCUPADAS! SOLO ESOOO",TODO,2016-01-20
308,SRE112,SRE-03-002,No,Sí,"QUE PUEDA TRAMITAR MI CITA EN LINEA PARA QUE ASI CUANDO VAYA A SECRETARIA DE RELACIONES EXTERIORES EN XALAPA NO ME DEN UN MISERABLE TRIPTICO EL CUAL ME DICE QUE SOLO SE PUEDE HACER EN LINEA O CON LLAMADA, Y QUE LAS OPERADORAS ESTEN OCUPADAS! SOLO ESOOO",TODO,2016-01-20
305,SRE117,SRE-03-006-A,No,Sí,"Al hacer el trámite de mi hijo de dos años lleve la constancia médica con fotografía según las especificaciones que señalan en el apartado. Sin embargo, estaba mal y me comentan que en la página hay un archivo (como ejemplo) para realizar esta constancia, la cual evidentemente me hubiera ayudado mucho para llevarla correctamente. Pero, donde esta este ejemplo????","Pues que lo publique o que en este apartado este la liga o señalen claramente donde se puede obtener este ejemplo, porque yo no lo encuentro en ningún lado.",2016-01-20
309,SFP54,SFP-04-001,No,Sí,es urgente la agendacion de citas por internet,Mi linea no logra contactar el servicio de relaciones exteriores siempe marca ocupado y por medio de celular si se puede.,2016-01-20
304,SRE113,SRE-03-003,No,Sí,"Pongan los municipios donde se pueda realizar el trámite pues en su ""excelente"" página solo da la opción de Xalapa","Anotando también los otros municipios donde se pueda realizar el trámite.
Como verán he descubierto el hilo negro",2016-01-20
310,SEDENA36,SEDENA-01-007,Sí,Sí,Pues yo no puedo tramitar mi cartilla por que soy de san luis Potosí y vivo en queretaro. Y aquí en queretaro solo me dicen que la tengo que tramitar en mi estado y pues yo solo nací aya pero tengo toda mi vida en queretaro. Ai como le podría aser,Solo que se pueda aser el trámite dónde vives y no dónde naciste,2016-01-21
302,SRE159,SRE-03-015,Sí,No,,quiero pagar mi pasaporte como le ago,2016-01-21
305,SFP54,SFP-04-001,Sí,Sí,formato de pago de pasaporte en pagina de internet,"Poder imprimir el formato para pago de pasaporte y poder llenarlo en casa y acudir al banco a pagar.
Se me hace una falta de sentido común que no se pueda acceder a él en la pagina",2016-01-21
306,SEDENA36,SEDENA-01-007,Sí,Sí,el tiempo que duran en liberarlas,Durar menos tiempo en liberar cartillas,2016-01-21
306,SFP54,SFP-04-001,No,Sí,"con todo respeto pero a la Sria. Ruiz Massieu pero está página y todo su contenido es una astilla en el culo debido a lo complicado que es tener una cita por internet, y si está inhabilitado entonces desactivan todas las ligas del coño y no hagan perder tiempo... antes era mucho más sencillo ahora sacar un bendito pasaporte lo quieren hacer igual que una visa gringa","sean simples y si quieren ""mejorar"" su seguridad simplifíquenla y no la hagan una pérdida de tiempo",2016-01-21
314,IMPI88,IMPI-01-001,Sí,Sí,El procedimiento de registro de marca en línea,Agregar la información sobre el registro de marca en línea,2016-01-21
307,IMSS141,IMSS-03-011,Sí,No,,Agendar la cita ´por internet como se hacia.,2016-01-21
305,SRE113,SRE-03-003,No,Sí,No tienen el acceso a citas por Internet. El lapso entre el momento en que se pide una cita por teléfono y la fecha asignada es muy largo. Resulta increíble que el sistema funcione peor que antes. ¡Muy mal!,¡Vuelvan a poner las citas por Internet!,2016-01-21
309,SRE112,SRE-03-002,No,Sí,"no encontre donde hacer la cita para mi pasaporte por via internet. El año pasado lo hize vía internet y fue muy facil. 
Ahora no hay ninguna enlace que me lleve a esa opción.","Que haya una opción donde pueda entrar para hacer mi cita en internet.
Mi correo es deisynajeracancun@gmail.com, me pueden escribir para mostrarme la opción para hacer mi cita via internet, por favor.",2016-01-21
309,STPS582,STPS-04-002,No,Sí,no dan informacion del portal de captura ó si ya lo quitaron,mas información para la captura de trabajadores en el portal,2016-01-21
310,ISSSTE565,ISSSTE-05-005-A,Sí,Sí,"1. En Documento Requerido dice: ""Tratándose de la corrección del nombre: Copa<--- Dice Copa.""
2. El trámite dice: ""Corrección de nombre del derechohabiente del ISSSTE"". Si se pretende hacer por internet, tener la opción de hacerlo, ya que solo es información donde de todos modos hay que ir a hacerlo ""de manera presencial"", entonces solo es una pagina de información, no de trámite.","¿Que propongo?:
Mediante una pagina de datos, presentar los datos actuales y en un segundo apartado solicitar los datos que se van a cambiar. Inclusive solicitar copia escaneada del documento probatorio para el cambio.
Ese si sería una corrección de datos, yo pretendo cambiar la dirección porque cambia de localidad (ya que rento) y por el trabajo casi no tengo tiempo para ir a hacerlo de manera presencial. Incluso solo cambié mi credencial y ahi esta mi dirección, no tengo otro comprobante.
Atentamente: aguazul2000@hotmail.com",2016-01-21
