is_info_useful,missing_info,improvements,date,missing_info_sentiment,improvements_sentiment,missing_info_es,improvements_es,institution_cat
0,"esta pesima esta pagina! no se encuentra facilmente la informacion y no se encuentra el vinculo para hacer las pre-solicitudes! estaba mejor la anterior, esta parece mas propaganda que otra cosa!..megafail!",ammmm...todoooo!,21,0.0,0,"ESTA PÉSIMA ESTA PAGINA! NO SE ENCUENTRA FÁCILMENTE LA INFORMACIÓN Y NO SE ENCUENTRA EL VINCULO PARA HACER LAS PRE-SOLICITUDES! ESTABA MEJOR LA ANTERIOR, ESTA PARECE MAS PROPAGANDA QUE OTRA COSA!..MEGAFAIL!",AMMMM...TODOOOO!,202.0
1,"reimprimir citas de pasaporte, asimismo realizar citas via internet, asi como cancelar citas y reprogramarlas en otra delegacion u oficina de enlace","liberar formatos de op-5, op-7, y todos los demas formatos para eficientar y darle rapidez a los tramites",21,0.0,1,"reimprimir citas de pasaporte, asimismo realizar citas via internet, asi como cancelar citas y reprogramarlas en otra delegación u oficina de enlace","liberar formatos de OP-5, OP-7, Y TODOS LOS DEMAS FORMATOS PARA EFICIENTAR Y DARLE RAPIDEZ A LOS TRAMITES",722.0
1,"los requisitos especificos en forma de lista, asi como saber si necesitan copias de los documentos que hay que llevar.",es necesario que especifiquen requisitos ya que por telefono dan informacion diferente.,22,1.0,1,"Los requisitos específicos en forma de lista, así como saber si necesitan copias de los documentos que hay que llevar.",Es necesario que especifiquen requisitos ya que por teléfono dan información diferente.,723.0
0,"antes todo era super facil , ahora parece que te hacen un favor en tramitar el pasaporte . antes podias sacar citas por internet ahora solo llamando y nunca contestan",facilitar el tramite simplemente es imposible sacar una cita,22,0.0,0,"Antes todo era super Fácil , ahora parece que te hacen un favor en tramitar el pasaporte . Antes podias sacar citas por internet ahora solo llamando y nunca contestan",Facilitar el tramite simplemente es imposible sacar una cita,703.0
0,"la hoja de ayuda para pagos por la supervision de importacion de mercancias para pirotecnia y quimicos, antes era muy sencillo, ahora no la encuentro son 295 pesos",la obtencion de la hoja de ayuda mencionada,22,1.0,1,"la hoja de ayuda para pagos por la supervisión de importación de mercancías para pirotecnia y químicos, antes era muy sencillo, ahora no la encuentro son 295 pesos",la obtención de la hoja de ayuda mencionada,659.0
1,,"es un cuello de botella la captura de datos. es hasta ilogico. 
se recibe informacion o documentos en 4 ventanillas y en solo 3 se toma foto, huellas, captura de iris y firma. es mas tardado.
la gente parada sin un orden.
las personas que estan en ventanilla hablan bajo. por lo que no se escucha cuando llaman. a parte de la gente hablando.
no creo que esto de las citas sirva de mucho. no creo haber recibido un trato mas rapido.",23,0.0,0,#VALUE!,"Es un cuello de botella la captura de datos. Es hasta ilógico. 
Se recibe información o documentos en 4 ventanillas y en sólo 3 se toma foto, huellas, captura de iris y firma. Es más tardado.
La gente parada sin un orden.
Las personas que están en ventanilla hablan bajo. Por lo que no se escucha cuándo llaman. A parte de la gente hablando.
No creó que esto de las citas sirva de mucho. No creó haber recibido un trató más rápido.",659.0
0,"como se ve status del tramite?.
realice el tramite el 10 deenero y no se como va,
luis armando carranza camarena
5546387814",colcandoun modulo de consulta de tramite,23,0.0,1,"como se ve status del tramite?.
realice el tramite el 10 deenero y no se cómo va,
luis armando carranza camarena
5546387814",colcandoun módulo de consulta de trámite,435.0
1,,"buenas tardes, creo que en la seccion de requisitos punto 2 (en caso de cambio de domicilio, comprobante de domicilio cuya fecha de expedicion no exceda de treinta dias naturales) se deberia especificar ""comprobante de domicilio a nombre del empleador"". saludos",23,1.0,2,#VALUE!,"Buenas tardes, creo que en la sección de requisitos punto 2 (En caso de cambio de domicilio, comprobante de domicilio cuya fecha de expedición no exceda de treinta días naturales) se debería especificar ""comprobante de domicilio a nombre del empleador"". Saludos",210.0
0,"ustedes ponen en la seccion de pago:
""comprobante de pago de derechos productos o aprovechamientos"" - original

y que onda? se lo pido a mi vecina? o voy y le pago a ella o que?","por favor!

pongan en un lugar visible y facil de encontrar una ficha de pago a algun documento para descargar y pagar o aclaren como y donde se realiza el pago. nos ahorrarian mucho tiempo.

gracias!",23,0.0,0,"Ustedes ponen en la sección de PAGO:
""Comprobante de pago de derechos productos o aprovechamientos"" - ORIGINAL

Y qué onda? Se lo pido a mi vecina? o voy y le pago a ella o qué?","POR FAVOR!

Pongan en un lugar visible y fácil de encontrar una Ficha de Pago a algún documento para descargar y pagar o aclaren cómo y donde se realiza el pago. Nos ahorrarían mucho tiempo.

GRACIAS!",722.0
1,,buenas tardes solicite la beca issfam primaria me la ortogaron me dicen que la transferencia ya se hizo pero ami cuenta no a llegado el pago que debo hacer,24,1.0,0,#VALUE!,Buenas tardes solícite la beca issfam primaria me la ortogaron me dicen que la transferencia ya se hizo pero ami cuenta no a llegado el pago que debo hacer,659.0
1,formato a llenar,las citas que se hagan por internet nuevamente,24,1.0,1,Formato a llenar,Las citas que se hagan por internet nuevamente,722.0
1,donde diablos hago la maldita cita?,poner en el punto 1 donde dice que con previa cita el enlace a donde tiene que ir uno a sacar la cita por internet!!!,25,0.0,0,Dónde diablos hago la maldita cita?,Poner en el punto 1 donde dice que con previa cita el enlace a donde tiene que ir uno a sacar la cita por internet!!!,722.0
1,no encuentro el apartado para hacer la cita por internet!!,arreglen la pagina!!,26,0.0,0,no encuentro el apartado para hacer la cita por internet!!,arreglen la página!!,722.0
1,que el tramite se haga via internet enviando los documentos escaneados para poder hacer la inscripcion de conyuge y/o hijos.,que el tramite se haga via internet enviando los documentos escaneados para poder hacer la inscripcion de conyuge y/o hijos.,26,1.0,1,que el trámite se haga vía Internet enviando los documentos escaneados para poder hacer la inscripción de conyuge y/o hijos.,que el trámite se haga vía Internet enviando los documentos escaneados para poder hacer la inscripción de conyuge y/o hijos.,256.0
0,en donde se debe de pagar el costo del pasaporte?!?!,"agregar mas informacion, relacionada a los costos.",26,0.0,1,en donde se debe de pagar el costo del pasaporte?!?!,"agregar mas información, relacionada a los costos.",701.0
1,"estado de cuenta de cheques reciente de los ultimos 3 meses que contenga el numero de cuenta y la clabe interbancaria, a nombre del ex-trabajador, en lugar del contrato de bancario, ya que en mi caso como el de muchos, la celebracion del contrato fue hace años y por alguna razon no lo tenemos disponible.","sustituir el estado de cuenta de cheques reciente de los ultimos 3 meses que contenga el numero de cuenta y la clabe interbancaria, a nombre del ex-trabajador, en lugar del contrato de bancario, ya que en mi caso como el de muchos, la celebracion del contrato fue hace años y por alguna razon no lo tenemos disponible.",26,1.0,1,"Estado de cuenta de cheques reciente de los últimos 3 meses que contenga el número de cuenta y la clabe Interbancaria, a nombre del ex-trabajador, en lugar del contrato de bancario, ya que en mi caso como el de muchos, la celebración del contrato fue hace años y por alguna razón no lo tenemos disponible.","Sustituir el Estado de cuenta de cheques reciente de los últimos 3 meses que contenga el número de cuenta y la clabe Interbancaria, a nombre del ex-trabajador, en lugar del contrato de bancario, ya que en mi caso como el de muchos, la celebración del contrato fue hace años y por alguna razón no lo tenemos disponible.",272.0
0,"para hacer la reposicion de la cartilla del servicio militar, piden la formato e5  y en la pagina no esta formato o al menos no es clara la pagina con este requisito...",aclarando esta situacion de los formatos...,26,0.0,1,"para hacer la reposición de la cartilla del servicio militar, piden la formato e5  y en la pagina no esta formato o al menos no es clara la pagina con este requisito...",Aclarando esta situación de los formatos...,471.0
0,el pago en moneda mexicana y el poder llenar el formato e5cinco de hoja de ayuda para pago en ventanilla,regresar a la antigua pagina de gob.mx,26,1.0,1,el pago en moneda mexicana y el poder llenar el formato e5cinco de hoja de ayuda para pago en ventanilla,regresar a la antigua pagina de gob.mx,698.0
1,,atencion por via telefonica.,26,1.0,1,#VALUE!,Atención por vía telefónica.,692.0
1,como agendar y cancelar citas,poner como agendar y cancelar citas,26,1.0,1,cómo agendar y cancelar citas,poner como agendar y cancelar citas,723.0
1,en el estado de nuevo leon solamente viene el municipio de monterrey no te da alternativa para las oficinas en otros municipios,mas claridad,27,0.0,0,EN EL ESTADO DE NUEVO LEON SOLAMENTE VIENE EL MUNICIPIO DE MONTERREY NO TE DA ALTERNATIVA PARA LAS OFICINAS EN OTROS MUNICIPIOS,MAS CLARIDAD,723.0
0,"no me aparece los requisitos necesito para renovar mi pasaporte. 
no viene nada de las fotos y tampoco si necesito copias de algun documento.","colocando mayor informacion, la pagina no dice nada. no sirve.",27,0.0,0,"No me aparece los requisitos necesito para renovar mi pasaporte. 
No viene nada de las fotos y tampoco si necesito copias de algún documento.","Colocando mayor información, la página no dice nada. No sirve.",723.0
0,"deberian de poner un listado de los requerimientos completos y los formatos de pago (donde hacerlos, formato a llenar, etc), las indicaciones paso a paso en una sola pagina y tener toda la informacion en un mismo sitio y no que me digan una cosa por telefono, otra en gob.mx y otra en la pagina de la sre","quiero renovar mi pasaporte y no puedo encontrar los requisitos. deberian de poner un listado de los requerimientos en una sola pagina todo junto. primero lo busque en google, donde encuentro renovacion de pasaportes, sale una lista que dice 'copias de documentacion' y dos fotos, nunca especificando que documentacion ni algun otro documento, aparece un telefono en la delegacion para hacer citas, en ese telefono la opcion requerimientos de pasaporte me vuelve a mandar a la misma pagina de la sre (ni siquiera a un enlace directo sino la pagina principal) donde no encontre nada y me mandan a otro numero general porque en el numero 'hacer citas' ironicamente no se pueden hacer citas, al marcar al numero general no me preguntan que deseo o para que llamo y lo primero que hacen es pedir mi correo y curp, (de hecho contestan diciendo, 'gracias por llamar ya tiene su cita confirmada?' que tal seria un 'gracias por llamar al sistema de citas para pasaportes desea hacer una cita, reagendar...?'? cita de que? de que hablan? este es el numero para agendar una desde cero?) dos veces intentan terminar la llamada y al pedirle informes al operadr me vuelve a mandar a la pagina de la sre donde no encontre nada y como la pagina no decia que necesito el curp para hacer la cita tengo que colgar y marcar de nuevo  al numero 01800, ahora con el curp y en ninguna de las dos veces que marco nadie me da informacion de los requerimientos, el servicio es pesimo y los operadores les urge colgar, 'donde encuentro los requerimientos?' me responden 'ahi, en la pagina' 'cual pagina?', de ahi me mandan a una segunda pagina, gob.mx en la de gob.mx sale otra lista de requerimientos diferente a la de sre segun el operador aparece un formato de pago el cual no esta y hasta ahora sigo sin encontrar el formato, la pagina de la sre me pide 2 fotos y unas copias, la de gob.mx me pide el pasaporte original y un pago, y el operador en la cita me pide dos fotos y un pago, los tres sistemas diferentes. le pregunte al operador si en la confirmacion de correo mandan los requisitos y formatos, me dice no e intenta terminar la llamada de nuevo. en ambos casos los operadores no me quisieron ayudar, ni dar informacion, me dieron la cita donde quisieron cuando quisieron y nunca se me pregunto mi opinion, o se me dio un intento de ayudar, ser utiles, o dar informacion. pesimo servicio, pero como siempre no se puede esperar mucho de este gobierno que parece se esmeran en ver como hacer mas dificil la vida de la gente todos los dias, espero consideren mi sugerencia y por lo menos pongan toda la informacion de tramites completa, en un solo sitio, cosa que les cuesta absolutamente nada y seguro les ahorraria quejas y personas preguntando que sigue",27,0.0,0,"deberian de poner un listado de los requerimientos completos y los formatos de pago (donde hacerlos, formato a llenar, etc), las indicaciones paso a paso en una sola pagina y tener toda la informacion en un mismo sitio y no que me digan una cosa por telefono, otra en gob.mx y otra en la pagina de la sre","quiero renovar mi pasaporte y no puedo encontrar los requisitos. deberian de poner un listado de los requerimientos en una sola pagina todo junto. primero lo busque en google, donde encuentro renovacion de pasaportes, sale una lista que dice 'copias de documentacion' y dos fotos, nunca especificando que documentacion ni algun otro documento, aparece un telefono en la delegacion para hacer citas, en ese telefono la opcion requerimientos de pasaporte me vuelve a mandar a la misma pagina de la sre (ni siquiera a un enlace directo sino la pagina principal) donde no encontre nada y me mandan a otro numero general porque en el numero 'hacer citas' ironicamente no se pueden hacer citas, al marcar al numero general no me preguntan que deseo o para que llamo y lo primero que hacen es pedir mi correo y curp, (de hecho contestan diciendo, 'gracias por llamar ya tiene su cita confirmada?' que tal seria un 'gracias por llamar al sistema de citas para pasaportes desea hacer una cita, reagendar...?'? cita de que? de que hablan? este es el numero para agendar una desde cero?) dos veces intentan terminar la llamada y al pedirle informes al operadr me vuelve a mandar a la pagina de la sre donde no encontre nada y como la pagina no decia que necesito el curp para hacer la cita tengo que colgar y marcar de nuevo  al numero 01800, ahora con el curp y en ninguna de las dos veces que marco nadie me da informacion de los requerimientos, el servicio es pesimo y los operadores les urge colgar, 'donde encuentro los requerimientos?' me responden 'ahi, en la pagina' 'cual pagina?', de ahi me mandan a una segunda pagina, gob.mx en la de gob.mx sale otra lista de requerimientos diferente a la de sre segun el operador aparece un formato de pago el cual no esta y hasta ahora sigo sin encontrar el formato, la pagina de la sre me pide 2 fotos y unas copias, la de gob.mx me pide el pasaporte original y un pago, y el operador en la cita me pide dos fotos y un pago, los tres sistemas diferentes. le pregunte al operador si en la confirmacion de correo mandan los requisitos y formatos, me dice no e intenta terminar la llamada de nuevo. en ambos casos los operadores no me quisieron ayudar, ni dar informacion, me dieron la cita donde quisieron cuando quisieron y nunca se me pregunto mi opinion, o se me dio un intento de ayudar, ser utiles, o dar informacion. pesimo servicio, pero como siempre no se puede esperar mucho de este gobierno que parece se esmeran en ver como hacer mas dificil la vida de la gente todos los dias, espero consideren mi sugerencia y por lo menos pongan toda la informacion de tramites completa, en un solo sitio, cosa que les cuesta absolutamente nada y seguro les ahorraria quejas y personas preguntando que sigue",723.0
